Transaction_ID,Date,Customer_ID,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Payment_Method
d60fda39,2024-01-03 02:00:00,e5c33e,Electronics,Novel,3,302,906,Cash
b7dc1044,2024-01-03 03:00:00,e948d6,Clothing,Sofa,1,186,186,Credit Card
24af83ad,2024-01-03 04:00:00,292f84,Home Decor,Novel,1,452,452,Credit Card
599bf69d,2024-01-03 05:00:00,da21ea,Beauty,Laptop,1,56,56,Debit Card
7e6ad6df,2024-01-03 06:00:00,83722d,Books,Laptop,1,16,16,Credit Card
e18625cb,2024-01-03 07:00:00,206687,Home Decor,Novel,4,174,696,UPI
d08a9ecd,2024-01-03 08:00:00,a3633d,Books,Sofa,4,202,808,Credit Card
13fa7288,2024-01-03 09:00:00,02d9ab,Home Decor,Lipstick,1,63,63,Credit Card
da43174f,2024-01-03 10:00:00,d9e3eb,Electronics,Lipstick,2,96,192,Credit Card
972b88a2,2024-01-03 11:00:00,48d760,Beauty,Sofa,4,34,136,Cash
ecbff613,2024-01-03 12:00:00,a96e72,Home Decor,Novel,4,185,740,Cash
96a237c9,2024-01-03 13:00:00,5c69ae,Clothing,T-Shirt,1,366,366,Debit Card
92a85262,2024-01-03 14:00:00,b9e5a6,Clothing,Lipstick,4,122,488,Debit Card
ecbd95b1,2024-01-03 15:00:00,e69c2c,Electronics,Sofa,1,286,286,Cash
48ca3b23,2024-01-03 16:00:00,5503aa,Home Decor,Sofa,2,224,448,Credit Card
f979ef13,2024-01-03 17:00:00,fb048f,Books,Laptop,4,322,1288,Credit Card
c6a8a08b,2024-01-03 18:00:00,6adf7d,Books,Laptop,2,104,208,Debit Card
bf1c56e0,2024-01-03 19:00:00,60ea12,Electronics,Sofa,1,323,323,UPI
57854643,2024-01-03 20:00:00,a40a26,Books,T-Shirt,3,196,588,Debit Card
344ed16f,2024-01-03 21:00:00,15ba0d,Home Decor,Sofa,1,101,101,UPI
5cb386ef,2024-01-03 22:00:00,c55e03,Beauty,Novel,1,478,478,Cash
4925075d,2024-01-03 23:00:00,43f946,Clothing,Sofa,4,124,496,Cash
daee8050,2024-01-04 00:00:00,c2c497,Clothing,T-Shirt,1,458,458,Cash
833a4f82,2024-01-04 01:00:00,4f27cc,Home Decor,Lipstick,1,391,391,Cash
549c18d6,2024-01-04 02:00:00,90bf99,Electronics,Novel,1,311,311,UPI
74fcf894,2024-01-04 03:00:00,3f4a3e,Clothing,Lipstick,2,50,100,Debit Card
0139dbc9,2024-01-04 04:00:00,11027e,Home Decor,Laptop,4,443,1772,Cash
07a80ffd,2024-01-04 05:00:00,8c6e13,Beauty,Novel,4,346,1384,Credit Card
a8dab266,2024-01-04 06:00:00,2abf6e,Home Decor,T-Shirt,4,486,1944,UPI
be8a68b0,2024-01-04 07:00:00,9d3f4b,Clothing,Sofa,1,172,172,Cash
ba254a85,2024-01-04 08:00:00,f415cd,Electronics,Novel,4,242,968,Debit Card
4f40567a,2024-01-04 09:00:00,3230b4,Beauty,Lipstick,3,42,126,Debit Card
c504a762,2024-01-04 10:00:00,cf0070,Clothing,Sofa,4,279,1116,Cash
9b26c273,2024-01-04 11:00:00,780364,Books,T-Shirt,4,423,1692,Cash
5ee12434,2024-01-04 12:00:00,ff2f04,Beauty,Laptop,2,384,768,UPI
f0e8019c,2024-01-04 13:00:00,dd1d33,Beauty,Novel,3,309,927,Cash
057d94ee,2024-01-04 14:00:00,4f27cc,Clothing,T-Shirt,4,333,1332,Credit Card
d9d12227,2024-01-04 15:00:00,6bdb4a,Electronics,Lipstick,1,29,29,Credit Card
0a1c373e,2024-01-04 16:00:00,65f7e4,Clothing,Lipstick,1,256,256,Debit Card
9146de80,2024-01-04 17:00:00,3e520e,Home Decor,Novel,3,84,252,Credit Card
ca5b3be2,2024-01-04 18:00:00,917c1b,Electronics,Laptop,3,200,600,Credit Card
835cf300,2024-01-04 19:00:00,4a8434,Beauty,Sofa,3,428,1284,Cash
96083f88,2024-01-04 20:00:00,ac505f,Electronics,Sofa,2,259,518,Credit Card
5c4ddfaa,2024-01-04 21:00:00,9ddbe1,Electronics,Novel,2,83,166,UPI
91a57fdc,2024-01-04 22:00:00,b6dfe6,Clothing,Novel,3,13,39,UPI
f63db669,2024-01-04 23:00:00,c511a8,Books,Novel,1,299,299,Debit Card
44a6d59c,2024-01-05 00:00:00,09aaef,Electronics,Sofa,1,262,262,Debit Card
29b16d1d,2024-01-05 01:00:00,d7ba78,Home Decor,Laptop,4,331,1324,UPI
25e5c96f,2024-01-05 02:00:00,d14e0c,Clothing,T-Shirt,2,147,294,Cash
3cfad7a1,2024-01-05 03:00:00,a6f09a,Electronics,Laptop,4,429,1716,Credit Card
a57e1c62,2024-01-05 04:00:00,a9b434,Home Decor,Sofa,3,277,831,Credit Card
db1910f7,2024-01-05 05:00:00,64ed02,Beauty,Sofa,3,267,801,UPI
2712b913,2024-01-05 06:00:00,37e5d4,Clothing,T-Shirt,3,216,648,Credit Card
2c6f8293,2024-01-05 07:00:00,73fbf5,Home Decor,Novel,1,334,334,Credit Card
7479609d,2024-01-05 08:00:00,9b70eb,Clothing,Lipstick,1,11,11,UPI
6fb23fb5,2024-01-05 09:00:00,c511a8,Clothing,Sofa,4,227,908,Credit Card
ffe1dbdf,2024-01-05 10:00:00,1e2aca,Books,T-Shirt,1,195,195,Debit Card
411019d9,2024-01-05 11:00:00,7db8bc,Beauty,Lipstick,2,37,74,UPI
e14fdb3b,2024-01-05 12:00:00,605ac5,Beauty,Sofa,2,435,870,Cash
2a2e9a05,2024-01-05 13:00:00,a55c33,Books,T-Shirt,4,487,1948,Credit Card
5f79c022,2024-01-05 14:00:00,a12651,Electronics,Novel,4,20,80,UPI
620399e4,2024-01-05 15:00:00,d9e3eb,Clothing,Sofa,1,150,150,Credit Card
e1d65489,2024-01-05 16:00:00,d7ba78,Books,Novel,1,429,429,Cash
92fed56f,2024-01-05 17:00:00,3977f6,Home Decor,Laptop,2,113,226,Credit Card
6bc4e7dc,2024-01-05 18:00:00,6f4024,Home Decor,Novel,3,293,879,Debit Card
fc7f76e0,2024-01-05 19:00:00,0b9e10,Home Decor,Lipstick,2,189,378,UPI
9c5759ef,2024-01-05 20:00:00,246cc6,Books,T-Shirt,1,401,401,UPI
9a787180,2024-01-05 21:00:00,22f1a7,Home Decor,Novel,3,275,825,Cash
af8d9200,2024-01-05 22:00:00,8215fb,Electronics,T-Shirt,1,276,276,Debit Card
70915b22,2024-01-05 23:00:00,e2494b,Home Decor,Sofa,2,158,316,UPI
f7b2251f,2024-01-06 00:00:00,2b8bd1,Clothing,Novel,3,358,1074,Cash
acdb4bfd,2024-01-06 01:00:00,a769ab,Beauty,Novel,1,186,186,UPI
43964c80,2024-01-06 02:00:00,83722d,Beauty,Laptop,1,348,348,UPI
ed70ea83,2024-01-06 03:00:00,7fa91b,Books,Lipstick,4,34,136,Cash
85a8e410,2024-01-06 04:00:00,d35b1d,Books,Lipstick,1,31,31,UPI
0a82e4b6,2024-01-06 05:00:00,a3633d,Clothing,T-Shirt,2,118,236,Cash
1c754762,2024-01-06 06:00:00,98fb8a,Beauty,Novel,1,188,188,Debit Card
6968615e,2024-01-06 07:00:00,4a2f5b,Books,Novel,4,323,1292,UPI
d9e620f9,2024-01-06 08:00:00,aaeb81,Home Decor,Laptop,4,326,1304,Cash
d77bce0e,2024-01-06 09:00:00,169123,Beauty,T-Shirt,4,137,548,UPI
e193e326,2024-01-06 10:00:00,e940d4,Clothing,Sofa,2,127,254,Debit Card
9bb40ea6,2024-01-06 11:00:00,1ef710,Books,Sofa,4,73,292,Debit Card
bac226df,2024-01-06 12:00:00,436ca6,Home Decor,Lipstick,2,436,872,Debit Card
a659ae1e,2024-01-06 13:00:00,e3dbd3,Clothing,Novel,1,259,259,UPI
81043d11,2024-01-06 14:00:00,1513de,Books,Novel,1,292,292,Credit Card
04c1b060,2024-01-06 15:00:00,8e01c2,Electronics,T-Shirt,2,209,418,Debit Card
49b5c2c1,2024-01-06 16:00:00,4f27cc,Electronics,T-Shirt,1,80,80,UPI
c7e6e5a0,2024-01-06 17:00:00,ef87cb,Books,Novel,3,219,657,UPI
74616828,2024-01-06 18:00:00,3fc53f,Beauty,Sofa,3,99,297,UPI
b442e49f,2024-01-06 19:00:00,126ba9,Books,Sofa,3,147,441,UPI
a5ca8d52,2024-01-06 20:00:00,6a9c9e,Home Decor,T-Shirt,2,105,210,UPI
a11fe41f,2024-01-06 21:00:00,1f98e3,Clothing,T-Shirt,1,223,223,Credit Card
ca1181cb,2024-01-06 22:00:00,5538a3,Beauty,Novel,4,63,252,UPI
5eba2bfc,2024-01-06 23:00:00,959052,Home Decor,Sofa,2,377,754,UPI
cadd5a74,2024-01-07 00:00:00,be0fb8,Beauty,T-Shirt,3,220,660,Credit Card
0844d4fe,2024-01-07 01:00:00,a47bab,Home Decor,Sofa,4,155,620,Debit Card
f0f914fe,2024-01-07 02:00:00,3e96e7,Home Decor,Laptop,3,248,744,UPI
e8c8e88e,2024-01-07 03:00:00,13da0f,Books,Laptop,1,218,218,Cash
1e457a1c,2024-01-07 04:00:00,96a538,Electronics,T-Shirt,3,180,540,UPI
0bef1dff,2024-01-07 05:00:00,c80e99,Clothing,Lipstick,2,455,910,Debit Card
23e3ae88,2024-01-07 06:00:00,c0b07d,Electronics,T-Shirt,4,37,148,UPI
53ffe9e6,2024-01-07 07:00:00,9cfeab,Home Decor,T-Shirt,3,253,759,UPI
a198eb37,2024-01-07 08:00:00,005f82,Clothing,Laptop,2,245,490,Credit Card
54171a6e,2024-01-07 09:00:00,d16086,Home Decor,Laptop,1,251,251,Cash
36ceff3f,2024-01-07 10:00:00,4e1657,Books,Laptop,2,21,42,Credit Card
c84664a2,2024-01-07 11:00:00,fb048f,Books,Lipstick,1,175,175,Credit Card
9bae37b5,2024-01-07 12:00:00,55721d,Books,Laptop,3,308,924,Debit Card
b472e297,2024-01-07 13:00:00,7bc79f,Home Decor,Sofa,2,27,54,Credit Card
6f95bfb8,2024-01-07 14:00:00,d1948e,Books,Sofa,2,348,696,Cash
a0127721,2024-01-07 15:00:00,8e6541,Clothing,Laptop,4,21,84,Debit Card
0e280a15,2024-01-07 16:00:00,b55e0e,Electronics,Sofa,1,352,352,UPI
0557f477,2024-01-07 17:00:00,33d718,Books,Laptop,1,61,61,Debit Card
db45e379,2024-01-07 18:00:00,656752,Books,Sofa,1,99,99,UPI
1b6178f7,2024-01-07 19:00:00,0d766b,Beauty,Lipstick,4,144,576,UPI
7e8b6976,2024-01-07 20:00:00,00ad60,Electronics,Novel,3,206,618,Credit Card
be835375,2024-01-07 21:00:00,7d5842,Books,T-Shirt,1,19,19,Credit Card
1dfe9982,2024-01-07 22:00:00,cb4ba5,Books,Laptop,2,74,148,Credit Card
5b0b19b9,2024-01-07 23:00:00,aac587,Electronics,Laptop,3,27,81,Debit Card
92b6bfdf,2024-01-08 00:00:00,9df3ae,Home Decor,Sofa,1,337,337,Debit Card
a80013ee,2024-01-08 01:00:00,f96d13,Beauty,T-Shirt,3,369,1107,Debit Card
6e81eb35,2024-01-08 02:00:00,dfcadc,Clothing,Laptop,3,256,768,UPI
b5b9b791,2024-01-08 03:00:00,e7c862,Home Decor,Novel,2,157,314,Credit Card
ac388cee,2024-01-08 04:00:00,656752,Beauty,T-Shirt,1,31,31,UPI
9618298c,2024-01-08 05:00:00,7d5842,Home Decor,Laptop,2,91,182,Debit Card
30b83de1,2024-01-08 06:00:00,b92b74,Electronics,Laptop,2,179,358,Debit Card
cc83ca23,2024-01-08 07:00:00,57345f,Clothing,Lipstick,4,272,1088,Debit Card
40ac328a,2024-01-08 08:00:00,3850d4,Home Decor,T-Shirt,4,489,1956,Cash
fefa3c35,2024-01-08 09:00:00,f7ce1f,Books,Novel,2,429,858,Cash
2830c8e0,2024-01-08 10:00:00,665ea1,Home Decor,Lipstick,3,302,906,Debit Card
212cda61,2024-01-08 11:00:00,a3633d,Books,Lipstick,3,190,570,Credit Card
9516e814,2024-01-08 12:00:00,55721d,Beauty,Novel,3,133,399,Cash
d0c989e4,2024-01-08 13:00:00,2573ba,Beauty,Sofa,1,367,367,UPI
88a8e90d,2024-01-08 14:00:00,bdcd45,Books,T-Shirt,3,148,444,UPI
a12ba4f1,2024-01-08 15:00:00,b5b7da,Clothing,Laptop,3,441,1323,UPI
5b9aad5a,2024-01-08 16:00:00,3f84b9,Clothing,Novel,2,457,914,Debit Card
123d4bae,2024-01-08 17:00:00,f7dcee,Electronics,Novel,1,65,65,Debit Card
c68592ae,2024-01-08 18:00:00,2403f1,Electronics,Lipstick,1,459,459,Cash
f249ec00,2024-01-08 19:00:00,221e7a,Electronics,Lipstick,2,448,896,Debit Card
0e879533,2024-01-08 20:00:00,2f2ae6,Books,Novel,4,223,892,Cash
ba672ed9,2024-01-08 21:00:00,1b4acc,Beauty,Novel,3,246,738,Credit Card
549a9da3,2024-01-08 22:00:00,4b117d,Books,Sofa,1,326,326,UPI
3012342e,2024-01-08 23:00:00,2a6646,Electronics,Novel,1,293,293,Debit Card
a5dd4003,2024-01-09 00:00:00,065958,Home Decor,T-Shirt,1,90,90,UPI
b3150d7f,2024-01-09 01:00:00,dad6df,Beauty,Lipstick,2,259,518,UPI
8b224a61,2024-01-09 02:00:00,4b3ab7,Electronics,Novel,1,75,75,Cash
7a2a2122,2024-01-09 03:00:00,76c8fb,Beauty,Novel,3,278,834,UPI
1f9bbb8a,2024-01-09 04:00:00,8ccac6,Home Decor,Sofa,2,142,284,UPI
b7eb340b,2024-01-09 05:00:00,bb2360,Clothing,Lipstick,3,180,540,Credit Card
d8d6b9e0,2024-01-09 06:00:00,acb4b3,Electronics,Novel,2,51,102,Credit Card
26f987ed,2024-01-09 07:00:00,9aefbc,Clothing,Sofa,4,342,1368,UPI
db72601e,2024-01-09 08:00:00,3e96e7,Home Decor,Laptop,1,160,160,Debit Card
5edcfc48,2024-01-09 09:00:00,8b8062,Books,Sofa,2,479,958,Debit Card
14f3d1c4,2024-01-09 10:00:00,5b109e,Electronics,T-Shirt,1,386,386,Credit Card
c4752a81,2024-01-09 11:00:00,1d5e7c,Books,Novel,2,327,654,Cash
0a057a22,2024-01-09 12:00:00,df5cf3,Home Decor,Sofa,4,53,212,UPI
c70934fa,2024-01-09 13:00:00,09f096,Clothing,T-Shirt,4,499,1996,Cash
57185f1c,2024-01-09 14:00:00,17e1d4,Books,Lipstick,2,24,48,Credit Card
f9a5c38f,2024-01-09 15:00:00,74031c,Electronics,Novel,4,339,1356,Credit Card
d21bee79,2024-01-09 16:00:00,4b5844,Clothing,Laptop,1,99,99,Credit Card
e93790f0,2024-01-09 17:00:00,c0bbda,Clothing,Lipstick,1,389,389,UPI
05cf77d6,2024-01-09 18:00:00,485e3b,Home Decor,Laptop,4,68,272,Debit Card
43f06a07,2024-01-09 19:00:00,ecfd8e,Electronics,Laptop,1,64,64,Credit Card
0ddc22a5,2024-01-09 20:00:00,6b4132,Electronics,T-Shirt,2,159,318,Cash
3ccd9589,2024-01-09 21:00:00,148b08,Electronics,Laptop,4,497,1988,Cash
6f08eb88,2024-01-09 22:00:00,fa17b4,Electronics,Novel,2,211,422,UPI
a6787f98,2024-01-09 23:00:00,0d28a1,Books,Novel,3,128,384,Credit Card
83ba9ff3,2024-01-10 00:00:00,a7ef21,Books,T-Shirt,3,396,1188,Cash
58a81e1f,2024-01-10 01:00:00,8ad450,Electronics,Novel,1,197,197,Credit Card
87f23dda,2024-01-10 02:00:00,8e01c2,Beauty,Sofa,3,114,342,UPI
62c192e7,2024-01-10 03:00:00,6341df,Clothing,T-Shirt,2,43,86,Credit Card
7a0f8bf1,2024-01-10 04:00:00,2c35b7,Electronics,Novel,1,347,347,UPI
78105c62,2024-01-10 05:00:00,16f3bf,Books,Sofa,2,288,576,Debit Card
ce1f738d,2024-01-10 06:00:00,9e05c6,Clothing,Laptop,1,212,212,UPI
6460fd38,2024-01-10 07:00:00,d3b955,Books,T-Shirt,4,173,692,Cash
82aa41b5,2024-01-10 08:00:00,9f2660,Electronics,Laptop,3,103,309,Cash
0d80aca4,2024-01-10 09:00:00,fc25e7,Books,T-Shirt,1,344,344,Debit Card
de3be522,2024-01-10 10:00:00,e15d65,Electronics,Sofa,4,196,784,Credit Card
b2cc5157,2024-01-10 11:00:00,d94e1a,Beauty,T-Shirt,3,72,216,UPI
fc6177db,2024-01-10 12:00:00,ae95e4,Books,Novel,2,458,916,Debit Card
53a4a857,2024-01-10 13:00:00,613ae3,Electronics,T-Shirt,4,339,1356,UPI
f5797025,2024-01-10 14:00:00,ef06ed,Home Decor,Novel,1,141,141,UPI
c2d5e7b4,2024-01-10 15:00:00,a4ab91,Clothing,Laptop,4,81,324,Cash
d3f769dd,2024-01-10 16:00:00,7e8063,Books,Novel,2,343,686,Cash
c1f44dd1,2024-01-10 17:00:00,a77707,Books,Lipstick,2,475,950,UPI
4da99d5b,2024-01-10 18:00:00,70c078,Beauty,Novel,2,336,672,Credit Card
97511fed,2024-01-10 19:00:00,a658a4,Beauty,T-Shirt,3,418,1254,Debit Card
1bbe14e9,2024-01-10 20:00:00,827a0b,Beauty,Sofa,3,362,1086,Cash
282dfbcb,2024-01-10 21:00:00,6b6067,Electronics,Lipstick,4,398,1592,Cash
91fe809d,2024-01-10 22:00:00,26b6c9,Beauty,T-Shirt,4,325,1300,Cash
a3ff4b6d,2024-01-10 23:00:00,36a9a4,Home Decor,Novel,2,71,142,Debit Card
d2e5540e,2024-01-11 00:00:00,b8e59b,Home Decor,Laptop,1,53,53,Cash
f890ef85,2024-01-11 01:00:00,a453b1,Electronics,Sofa,3,342,1026,Credit Card
ee4dec04,2024-01-11 02:00:00,7ee0ca,Clothing,Novel,1,241,241,UPI
9fb7435f,2024-01-11 03:00:00,919c87,Beauty,Laptop,3,473,1419,Cash
aa9d8661,2024-01-11 04:00:00,8588e6,Clothing,T-Shirt,3,172,516,Debit Card
d065c835,2024-01-11 05:00:00,e948d6,Beauty,Sofa,3,220,660,Cash
1990048a,2024-01-11 06:00:00,549a6d,Electronics,Sofa,3,377,1131,Cash
04b8ec05,2024-01-11 07:00:00,bd36a2,Books,Lipstick,2,320,640,Credit Card
47d84083,2024-01-11 08:00:00,9a1148,Clothing,T-Shirt,1,302,302,UPI
108f8092,2024-01-11 09:00:00,1c6a85,Beauty,Laptop,1,429,429,Cash
b4aa5bc3,2024-01-11 10:00:00,9fdf14,Clothing,Laptop,1,314,314,Cash
bcb6098d,2024-01-11 11:00:00,197942,Home Decor,Novel,4,362,1448,Debit Card
09110a2a,2024-01-11 12:00:00,ef06ed,Electronics,Novel,2,250,500,Debit Card
a3f65693,2024-01-11 13:00:00,9b08b4,Clothing,Laptop,3,146,438,UPI
40e5c845,2024-01-11 14:00:00,c80b50,Electronics,Laptop,2,153,306,Debit Card
ca61bb81,2024-01-11 15:00:00,ef93a4,Electronics,Laptop,4,332,1328,Debit Card
eeb999f0,2024-01-11 16:00:00,ad14a2,Electronics,Laptop,2,304,608,UPI
bc781a1e,2024-01-11 17:00:00,e361fc,Beauty,Laptop,4,231,924,Credit Card
53e27e53,2024-01-11 18:00:00,8e01c2,Books,Laptop,3,131,393,Cash
fc32a9de,2024-01-11 19:00:00,1e2aca,Books,T-Shirt,4,435,1740,UPI
34fc3b2c,2024-01-11 20:00:00,8c6e13,Books,Novel,3,329,987,UPI
bcb87576,2024-01-11 21:00:00,0f4e60,Beauty,Laptop,1,127,127,UPI
bd45e303,2024-01-11 22:00:00,9b08b4,Electronics,Laptop,4,235,940,Debit Card
f87924c1,2024-01-11 23:00:00,f70d91,Beauty,Lipstick,4,106,424,Cash
a046572b,2024-01-12 00:00:00,eb354d,Clothing,Laptop,4,434,1736,UPI
4f4ce99e,2024-01-12 01:00:00,d9a24a,Electronics,Novel,2,16,32,Cash
0764b25a,2024-01-12 02:00:00,e15a0f,Clothing,Novel,2,317,634,Debit Card
d303868b,2024-01-12 03:00:00,bb2360,Books,Lipstick,3,187,561,Cash
d1b20e3b,2024-01-12 04:00:00,e0cc69,Electronics,Novel,2,90,180,UPI
d68943b4,2024-01-12 05:00:00,d7ba78,Beauty,T-Shirt,3,116,348,UPI
84b9b6d3,2024-01-12 06:00:00,96c37e,Clothing,Laptop,2,380,760,Credit Card
b2bb922b,2024-01-12 07:00:00,642d5e,Home Decor,Laptop,3,348,1044,Credit Card
c28731f4,2024-01-12 08:00:00,060b58,Electronics,Lipstick,4,295,1180,Debit Card
1b26c8c8,2024-01-12 09:00:00,63dc2a,Home Decor,Sofa,1,310,310,Cash
30bd6aa2,2024-01-12 10:00:00,549a6d,Beauty,T-Shirt,3,331,993,Cash
78071941,2024-01-12 11:00:00,ed43c8,Books,Laptop,1,103,103,Credit Card
42e2d5f6,2024-01-12 12:00:00,d36e00,Electronics,Novel,4,269,1076,Credit Card
ca8be1ba,2024-01-12 13:00:00,064624,Clothing,Sofa,3,299,897,Debit Card
f7bc2a07,2024-01-12 14:00:00,f3a502,Books,Lipstick,1,240,240,Cash
42f1bf13,2024-01-12 15:00:00,a87c8d,Home Decor,T-Shirt,2,484,968,UPI
ec3f77dc,2024-01-12 16:00:00,a96e72,Electronics,Sofa,1,287,287,Cash
54110cdd,2024-01-12 17:00:00,3b936d,Electronics,Novel,1,331,331,Debit Card
b127dbfd,2024-01-12 18:00:00,f3a502,Clothing,Laptop,2,417,834,Cash
be3ad122,2024-01-12 19:00:00,e15777,Beauty,Sofa,4,418,1672,Debit Card
094807c6,2024-01-12 20:00:00,525387,Electronics,Novel,4,61,244,Credit Card
86d38e01,2024-01-12 21:00:00,68cd22,Electronics,Novel,4,232,928,Cash
68953bc4,2024-01-12 22:00:00,647657,Electronics,Novel,3,168,504,Credit Card
60fb4070,2024-01-12 23:00:00,3f8cb1,Clothing,Laptop,1,318,318,UPI
a7faabd9,2024-01-13 00:00:00,e15777,Home Decor,Laptop,1,76,76,UPI
010ca50b,2024-01-13 01:00:00,7fb211,Home Decor,Lipstick,4,486,1944,Credit Card
a4e4455b,2024-01-13 02:00:00,2c0f09,Clothing,Sofa,1,415,415,Cash
96ef94f2,2024-01-13 03:00:00,064a47,Electronics,T-Shirt,3,212,636,Credit Card
246193b6,2024-01-13 04:00:00,292f84,Clothing,T-Shirt,2,110,220,UPI
48f75445,2024-01-13 05:00:00,85ae39,Books,Sofa,2,29,58,Debit Card
4976519c,2024-01-13 06:00:00,3418ea,Electronics,Novel,2,44,88,Cash
88c9e96f,2024-01-13 07:00:00,6c8b9f,Electronics,Sofa,1,65,65,Cash
0731fdc4,2024-01-13 08:00:00,d7ba78,Clothing,Laptop,2,113,226,Cash
597e227a,2024-01-13 09:00:00,0a694c,Electronics,Laptop,2,398,796,Credit Card
63eb23a2,2024-01-13 10:00:00,f7dcee,Electronics,Novel,2,491,982,Debit Card
0633c9da,2024-01-13 11:00:00,e26ec3,Beauty,Sofa,1,335,335,Debit Card
19378479,2024-01-13 12:00:00,fa5b82,Electronics,Novel,3,293,879,UPI
fa264e1b,2024-01-13 13:00:00,8b9634,Books,T-Shirt,1,268,268,Debit Card
